CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
15307,1,37,95,205.0,205.0,12,0.0,1,0,0.0
15308,2,173,270,302.0,151.0,19,0.15,2,2,1.0
15311,118,37673,0,59284.0,502.0,571,0.13,118,112,0.95
15312,5,513,75,921.0,184.0,42,5.89,5,1,0.2
15313,1,25,110,52.0,52.0,1,0.0,1,0,0.0
15314,1,313,199,328.0,328.0,24,0.0,1,0,0.0
15315,3,838,64,552.0,184.0,35,1.35,3,1,0.33
15316,1,100,326,165.0,165.0,1,0.0,1,0,0.0
15318,1,642,3,313.0,313.0,33,0.0,1,0,0.0
15319,1,175,283,205.0,205.0,16,0.0,1,0,0.0
15320,1,326,44,267.0,267.0,36,0.0,1,0,0.0
15321,4,1164,49,2663.0,666.0,83,2.32,4,10,2.5
15322,2,365,64,603.0,302.0,42,0.44,2,7,3.5
15325,1,231,103,162.0,162.0,47,0.0,1,0,0.0
15326,1,386,333,312.0,312.0,29,0.0,1,0,0.0
15327,1,116,52,209.0,209.0,10,0.0,1,0,0.0
15329,5,480,35,1007.0,201.0,51,5.47,5,4,0.8
15330,2,1312,32,715.0,358.0,10,2.33,2,0,0.0
15332,4,652,366,1661.0,415.0,29,0.09,4,0,0.0
15333,1,344,208,1029.0,1029.0,16,0.0,1,0,0.0
15334,3,272,156,348.0,116.0,66,0.17,3,0,0.0
15335,1,79,53,170.0,170.0,34,0.0,1,0,0.0
15339,3,414,66,558.0,186.0,79,2.89,3,2,0.67
15341,1,812,80,2021.0,2021.0,17,0.0,1,0,0.0
15342,2,276,116,392.0,196.0,24,0.52,2,2,1.0
15343,1,84,87,365.0,365.0,21,0.0,1,0,0.0
15344,5,106,0,477.0,95.0,21,2.29,5,6,1.2
15345,2,78,35,368.0,184.0,20,0.45,2,3,1.5
15346,1,144,332,252.0,252.0,17,0.0,1,0,0.0
15347,1,130,366,202.0,202.0,5,0.0,1,0,0.0
15348,1,84,72,158.0,158.0,9,0.0,1,0,0.0
15349,2,321,158,464.0,232.0,65,0.41,2,0,0.0
15350,1,51,373,116.0,116.0,5,0.0,1,0,0.0
15351,10,721,12,1837.0,184.0,160,1.56,10,8,0.8
15353,2,341,254,770.0,385.0,59,1.88,2,0,0.0
15355,2,45,29,277.0,139.0,9,1.77,2,0,0.0
15356,10,1643,31,2718.0,272.0,215,0.67,10,0,0.0
15358,29,6928,4,8236.0,284.0,292,0.63,29,9,0.31
15360,1,223,39,428.0,428.0,13,0.0,1,0,0.0
15361,1,336,361,419.0,419.0,7,0.0,1,0,0.0
15363,2,143,241,318.0,159.0,16,8.19,2,1,0.5
15364,2,493,95,913.0,457.0,29,5.64,2,0,0.0
15365,8,759,25,1549.0,194.0,65,1.93,8,36,4.5
15366,2,621,75,603.0,302.0,37,6.56,2,0,0.0
15367,5,1055,57,1868.0,374.0,92,2.28,5,1,0.2
15368,1,230,21,447.0,447.0,4,0.0,1,0,0.0
15370,8,828,40,2361.0,295.0,65,3.07,8,1,0.13
15372,1,2924,137,2007.0,2007.0,27,0.0,1,0,0.0
15373,12,475,8,2192.0,183.0,73,2.66,12,5,0.42
15374,1,126,128,168.0,168.0,3,0.0,1,0,0.0
15376,3,615,40,1222.0,407.0,100,1.57,3,0,0.0
15379,8,2293,169,3632.0,454.0,145,0.94,8,2,0.25
15380,6,374,8,1682.0,280.0,22,9.86,6,1,0.17
15381,2,171,213,597.0,299.0,8,7.71,2,0,0.0
15382,8,4003,14,5928.0,741.0,193,0.91,8,4,0.5
15384,3,593,169,636.0,212.0,35,4.79,3,2,0.67
15385,1,161,40,317.0,317.0,12,0.0,1,0,0.0
15386,1,446,186,394.0,394.0,31,0.0,1,0,0.0
15388,1,88,270,141.0,141.0,10,0.0,1,0,0.0
15389,1,400,172,500.0,500.0,1,0.0,1,0,0.0
15392,5,1265,4,1516.0,303.0,74,4.21,5,1,0.2
15393,2,150,16,232.0,116.0,10,24.0,2,0,0.0
15394,4,910,9,2184.0,546.0,54,4.14,4,0,0.0
15395,1,17,325,107.0,107.0,7,0.0,1,0,0.0
15396,1,122,112,288.0,288.0,14,0.0,1,0,0.0
15397,1,20,289,94.0,94.0,6,0.0,1,0,0.0
15398,3,767,16,1340.0,447.0,60,0.84,3,1,0.33
15399,3,611,1,816.0,272.0,45,1.55,3,0,0.0
15400,6,360,92,667.0,111.0,10,15.42,6,1,0.17
15402,2,693,148,626.0,313.0,34,1.18,2,0,0.0
15405,1,193,189,349.0,349.0,8,0.0,1,0,0.0
15406,4,236,18,427.0,107.0,51,4.93,4,5,1.25
15407,4,552,33,1047.0,262.0,142,1.84,4,0,0.0
15408,1,106,264,267.0,267.0,34,0.0,1,0,0.0
15410,8,1200,84,3451.0,431.0,48,1.43,8,0,0.0
15411,5,527,26,1336.0,267.0,86,1.58,5,1,0.2
15412,1,108,171,191.0,191.0,10,0.0,1,0,0.0
15414,3,442,9,760.0,253.0,36,6.27,3,0,0.0
15415,1,551,313,560.0,560.0,46,0.0,1,0,0.0
15416,5,2089,64,3974.0,795.0,165,1.12,5,1,0.2
15417,1,284,85,509.0,509.0,28,0.0,1,0,0.0
15419,1,230,24,136.0,136.0,8,0.0,1,0,0.0
15421,4,500,58,950.0,238.0,40,4.81,4,0,0.0
15422,2,38,323,98.0,49.0,6,0.0,2,0,0.0
15423,1,101,38,44.0,44.0,2,0.0,1,0,0.0
15424,2,554,254,383.0,192.0,17,0.0,2,0,0.0
15426,7,645,19,1387.0,198.0,222,1.24,7,8,1.14
15427,3,967,33,1431.0,477.0,233,0.04,3,0,0.0
15428,1,102,15,94.0,94.0,6,0.0,1,0,0.0
15429,3,369,26,365.0,122.0,77,0.59,3,1,0.33
15432,1,65,23,171.0,171.0,10,0.0,1,0,0.0
15433,3,399,79,418.0,139.0,40,3.6,3,12,4.0
15434,6,638,8,997.0,166.0,40,3.28,6,4,0.67
15435,1,54,22,149.0,149.0,29,0.0,1,0,0.0
15436,3,574,12,1068.0,356.0,243,0.76,3,0,0.0
15437,1,79,262,200.0,200.0,44,0.0,1,0,0.0
15438,1,59,131,157.0,157.0,25,0.0,1,0,0.0
15440,3,197,54,384.0,128.0,50,2.51,3,0,0.0
15442,1,120,248,594.0,594.0,2,0.0,1,0,0.0
15443,8,1636,1,3189.0,399.0,237,0.84,8,3,0.38
15444,2,759,9,1411.0,706.0,191,0.15,2,0,0.0
15445,1,58,264,114.0,114.0,5,0.0,1,0,0.0
15447,1,85,330,155.0,155.0,9,0.0,1,0,0.0
15448,1,232,312,495.0,495.0,28,0.0,1,0,0.0
15449,5,810,26,971.0,194.0,47,3.82,5,2,0.4
15450,1,376,30,430.0,430.0,30,0.0,1,0,0.0
15452,3,280,29,528.0,176.0,47,4.24,3,0,0.0
15453,7,837,1,1372.0,196.0,169,0.65,7,0,0.0
15454,1,86,362,179.0,179.0,23,0.0,1,0,0.0
15456,3,633,283,435.0,145.0,48,1.32,3,0,0.0
15457,1,132,262,237.0,237.0,56,0.0,1,0,0.0
15458,1,156,25,162.0,162.0,7,0.0,1,0,0.0
15460,1,107,354,214.0,214.0,53,0.0,1,0,0.0
15462,3,172,94,235.0,78.0,9,9.2,3,0,0.0
15463,1,106,29,126.0,126.0,7,0.0,1,0,0.0
15464,1,348,338,1045.0,1045.0,155,0.0,1,0,0.0
15465,24,1217,19,6945.0,289.0,43,3.31,24,7,0.29
15466,1,246,85,335.0,335.0,56,0.0,1,0,0.0
15467,4,306,9,512.0,128.0,41,2.73,4,1,0.25
15468,5,150,35,438.0,88.0,25,11.54,5,5,1.0
15469,4,150,43,504.0,126.0,24,2.92,4,3,0.75
15471,1,256,2,454.0,454.0,67,0.0,1,0,0.0
15472,1,251,113,372.0,372.0,76,0.0,1,0,0.0
15473,10,552,14,1465.0,147.0,4,3.38,10,3,0.3
15475,1,319,77,454.0,454.0,29,0.0,1,0,0.0
15478,2,575,40,1400.0,700.0,34,0.37,2,0,0.0
15480,1,303,116,905.0,905.0,45,0.0,1,0,0.0
15482,15,2981,15,6354.0,424.0,45,2.73,15,29,1.93
15483,4,291,161,225.0,56.0,74,1.27,4,0,0.0
15484,5,3134,1,3559.0,712.0,135,0.4,5,1,0.2
15485,3,1281,30,2565.0,855.0,59,4.07,3,0,0.0
15488,1,72,92,76.0,76.0,1,0.0,1,0,0.0
15489,4,593,22,1090.0,273.0,47,3.44,4,5,1.25
15491,7,1623,95,3076.0,439.0,107,0.9,7,1,0.14
15492,2,483,28,659.0,330.0,32,1.35,2,0,0.0
15493,7,546,32,1919.0,274.0,177,0.81,7,2,0.29
15494,2,1139,21,1281.0,641.0,120,0.82,2,0,0.0
15497,3,622,17,1260.0,420.0,13,20.13,3,1,0.33
15498,30,6090,2,13253.0,442.0,360,0.69,30,5,0.17
15500,4,572,8,1132.0,283.0,64,1.06,4,0,0.0
15502,19,3825,15,5549.0,292.0,163,1.44,19,34,1.79
15503,1,70,362,141.0,141.0,66,0.0,1,0,0.0
15504,1,33,81,53.0,53.0,13,0.0,1,0,0.0
15505,7,2348,52,3497.0,500.0,90,1.03,7,2,0.29
15506,3,842,22,972.0,324.0,121,0.72,3,0,0.0
15507,1,160,171,476.0,476.0,41,0.0,1,0,0.0
15508,6,440,189,1000.0,167.0,78,0.48,6,0,0.0
15510,1,2,330,250.0,250.0,1,0.0,1,0,0.0
15511,5,269,11,901.0,180.0,117,0.46,5,0,0.0
15512,2,68,155,121.0,61.0,7,33.83,2,0,0.0
15513,22,5545,31,14520.0,660.0,183,1.07,22,6,0.27
15514,13,1761,12,2907.0,224.0,96,1.78,13,31,2.38
15516,3,27,44,62.0,21.0,15,0.07,3,0,0.0
15517,1,293,233,267.0,267.0,27,0.0,1,0,0.0
15518,12,1253,64,1898.0,158.0,135,1.23,12,5,0.42
15520,1,314,1,343.0,343.0,18,0.0,1,0,0.0
15521,12,1675,36,2700.0,225.0,116,1.09,12,14,1.17
15522,2,572,32,398.0,199.0,47,0.98,2,0,0.0
15523,1,132,84,412.0,412.0,10,0.0,1,0,0.0
15524,1,4,24,440.0,440.0,1,0.0,1,0,0.0
15525,4,383,2,717.0,179.0,132,2.37,4,2,0.5
15526,2,24,33,148.0,74.0,4,0.0,2,0,0.0
15527,9,988,18,2412.0,268.0,127,2.04,9,2,0.22
15528,1,123,254,229.0,229.0,26,0.0,1,0,0.0
15529,12,3447,22,3933.0,328.0,414,0.51,12,2,0.17
15530,4,938,21,1497.0,374.0,90,2.11,4,0,0.0
15531,2,1085,8,1972.0,986.0,196,0.1,2,0,0.0
15532,6,500,25,1491.0,249.0,204,1.29,6,7,1.17
15533,5,256,19,747.0,149.0,73,0.8,5,3,0.6
15535,7,121,173,426.0,61.0,55,2.57,7,3,0.43
15537,1,29,163,111.0,111.0,24,0.0,1,0,0.0
15539,1,410,7,538.0,538.0,41,0.0,1,0,0.0
15540,1,200,11,213.0,213.0,15,0.0,1,0,0.0
15541,1,49,114,85.0,85.0,29,0.0,1,0,0.0
15543,1,86,288,128.0,128.0,26,0.0,1,0,0.0
15544,11,3105,8,3543.0,322.0,122,1.38,11,2,0.18
15545,2,162,54,289.0,145.0,78,4.0,2,0,0.0
15547,14,3999,7,4911.0,351.0,441,0.5,14,0,0.0
15549,4,681,77,1640.0,410.0,103,2.11,4,1,0.25
15550,4,295,4,576.0,144.0,43,4.93,4,0,0.0
15551,1,218,36,436.0,436.0,29,0.0,1,0,0.0
15552,1,60,217,90.0,90.0,17,0.0,1,0,0.0
15553,1,449,60,429.0,429.0,51,0.0,1,0,0.0
15554,1,74,277,217.0,217.0,14,0.0,1,0,0.0
15555,20,4369,12,4746.0,237.0,403,0.39,20,25,1.25
15556,1,236,24,280.0,280.0,31,0.0,1,0,0.0
15557,1,213,28,469.0,469.0,16,0.0,1,0,0.0
15561,5,256,11,723.0,145.0,27,6.73,5,4,0.8
15562,1,39,351,135.0,135.0,1,0.0,1,0,0.0
15563,5,1430,8,1311.0,262.0,87,3.09,5,3,0.6
15565,2,60,50,173.0,87.0,8,2.86,2,0,0.0
15567,1,223,18,186.0,186.0,7,0.0,1,0,0.0
15568,3,461,2,758.0,253.0,27,1.33,3,0,0.0
15569,5,666,103,1376.0,275.0,27,7.57,5,0,0.0
15570,13,2054,7,4093.0,315.0,232,1.1,13,7,0.54
15571,4,264,11,650.0,163.0,47,1.16,4,0,0.0
15572,7,1213,4,2533.0,362.0,166,1.28,7,0,0.0
15573,2,354,31,583.0,292.0,87,0.56,2,0,0.0
15574,4,332,177,676.0,169.0,131,1.28,4,0,0.0
15576,1,394,37,921.0,921.0,43,0.0,1,0,0.0
15577,3,89,151,259.0,86.0,39,4.05,3,0,0.0
15578,1,52,162,127.0,127.0,13,0.0,1,0,0.0
15579,2,117,68,328.0,164.0,45,5.21,2,0,0.0
15581,10,280,156,717.0,72.0,133,1.44,10,0,0.0
15582,3,453,24,683.0,228.0,39,4.53,3,0,0.0
15584,5,311,23,718.0,144.0,89,1.11,5,2,0.4
15585,1,320,176,455.0,455.0,31,0.0,1,0,0.0
15587,4,312,50,914.0,229.0,3,37.62,4,0,0.0
15589,4,242,252,457.0,114.0,28,1.97,4,1,0.25
15592,1,354,46,389.0,389.0,24,0.0,1,0,0.0
15593,1,60,70,200.0,200.0,5,0.0,1,0,0.0
15594,6,982,15,1768.0,295.0,85,2.11,6,1,0.17
15596,9,548,100,1343.0,149.0,51,3.13,9,7,0.78
15597,2,276,29,316.0,158.0,22,0.23,2,1,0.5
15598,3,156,35,236.0,79.0,14,1.13,3,2,0.67
15599,2,718,26,762.0,381.0,50,3.47,2,0,0.0
15601,17,4978,11,6745.0,397.0,230,0.85,17,4,0.24
15602,14,999,8,1102.0,79.0,30,7.08,14,5,0.36
15603,1,96,78,48.0,48.0,2,0.0,1,0,0.0
15604,1,159,52,216.0,216.0,17,0.0,1,0,0.0
15605,5,441,36,1198.0,240.0,61,5.08,5,0,0.0
15606,11,720,57,2423.0,220.0,51,2.91,11,14,1.27
15607,1,202,336,105.0,105.0,13,0.0,1,0,0.0
15608,4,714,28,1094.0,274.0,59,1.54,4,0,0.0
15609,2,145,182,270.0,135.0,16,0.06,2,2,1.0
15610,1,66,51,112.0,112.0,6,0.0,1,0,0.0
15611,13,496,9,1547.0,119.0,22,7.62,13,2,0.15
15612,2,51,36,180.0,90.0,3,6.25,2,0,0.0
15615,27,5493,10,10360.0,384.0,185,0.79,27,6,0.22
15618,5,427,32,747.0,149.0,38,2.19,5,4,0.8
15619,1,136,10,336.0,336.0,3,0.0,1,0,0.0
15620,6,899,50,1524.0,254.0,92,2.97,6,4,0.67
15621,6,463,4,1159.0,193.0,11,0.94,6,2,0.33
15622,16,1552,3,3225.0,202.0,169,1.28,16,29,1.81
15623,1,125,141,301.0,301.0,19,0.0,1,0,0.0
15624,4,357,116,588.0,147.0,26,4.18,4,0,0.0
15625,8,1166,100,1505.0,188.0,44,1.97,8,4,0.5
15626,2,766,74,676.0,338.0,49,5.29,2,0,0.0
15628,10,1882,4,2866.0,287.0,85,2.29,10,2,0.2
15630,3,799,45,1180.0,393.0,57,2.63,3,1,0.33
15632,10,2049,15,3147.0,315.0,107,1.45,10,10,1.0
15634,1,99,17,244.0,244.0,15,0.0,1,0,0.0
15636,2,284,89,725.0,363.0,20,8.0,2,0,0.0
15637,1,128,52,223.0,223.0,15,0.0,1,0,0.0
15638,1,-52,301,-94.0,-94.0,2,0.0,1,2,2.0
15639,1,323,134,425.0,425.0,25,0.0,1,0,0.0
15640,17,6538,4,12337.0,726.0,241,0.74,17,10,0.59
15641,4,1562,105,1887.0,472.0,102,2.14,4,0,0.0
15643,6,242,179,647.0,108.0,31,2.91,6,3,0.5
15644,4,550,166,804.0,201.0,166,0.4,4,0,0.0
15645,1,255,18,612.0,612.0,49,0.0,1,0,0.0
15646,4,388,157,425.0,106.0,35,6.09,4,1,0.25
15648,4,211,204,585.0,146.0,23,2.48,4,2,0.5
15649,2,192,336,816.0,408.0,1,31.0,2,0,0.0
15651,3,479,36,646.0,215.0,27,7.19,3,0,0.0
15652,1,208,91,338.0,338.0,21,0.0,1,0,0.0
15653,2,1200,92,877.0,439.0,4,4.6,2,0,0.0
15654,2,474,9,908.0,454.0,14,0.84,2,0,0.0
15655,2,319,233,511.0,256.0,34,0.28,2,3,1.5
15656,4,343,45,749.0,187.0,46,5.17,4,0,0.0
15657,1,24,22,30.0,30.0,1,0.0,1,0,0.0
15658,8,232,190,959.0,120.0,40,3.27,8,8,1.0
15659,1,111,43,306.0,306.0,11,0.0,1,0,0.0
15660,12,1037,25,1552.0,129.0,55,3.61,12,4,0.33
15661,2,236,317,310.0,155.0,4,5.25,2,0,0.0
15663,1,106,106,138.0,138.0,9,0.0,1,0,0.0
15664,2,141,50,359.0,180.0,19,17.11,2,2,1.0
15665,2,1654,168,2222.0,1111.0,92,0.65,2,0,0.0
15667,1,240,39,301.0,301.0,13,0.0,1,0,0.0
15668,1,72,217,76.0,76.0,1,0.0,1,0,0.0
15669,5,339,40,678.0,136.0,31,6.5,5,2,0.4
15670,1,91,296,173.0,173.0,12,0.0,1,0,0.0
15671,10,1679,18,2605.0,261.0,51,3.18,10,3,0.3
15673,4,1451,88,2726.0,682.0,107,1.73,4,0,0.0
15674,6,1075,73,1744.0,291.0,87,1.36,6,20,3.33
15675,3,527,81,324.0,108.0,20,9.9,3,0,0.0
15676,5,2230,9,3309.0,662.0,190,1.28,5,14,2.8
15677,1,319,49,657.0,657.0,33,0.0,1,0,0.0
15678,1,184,52,353.0,353.0,12,0.0,1,0,0.0
15679,4,1170,24,781.0,195.0,98,1.44,4,0,0.0
15680,3,952,9,1334.0,445.0,61,4.61,3,0,0.0
15681,6,556,18,946.0,158.0,32,3.94,6,14,2.33
15683,1,131,117,194.0,194.0,10,0.0,1,0,0.0
15687,11,1308,8,2982.0,271.0,119,1.89,11,2,0.18
15689,2,84,119,254.0,127.0,8,30.13,2,0,0.0
15690,2,408,4,240.0,120.0,19,5.33,2,0,0.0
15691,1,72,252,137.0,137.0,2,0.0,1,0,0.0
15692,1,138,28,191.0,191.0,12,0.0,1,0,0.0
15694,14,1664,0,6409.0,458.0,41,4.75,14,1,0.07
15695,2,212,266,410.0,205.0,22,0.0,2,0,0.0
15696,12,1009,33,2619.0,218.0,140,1.66,12,6,0.5
15699,1,113,17,310.0,310.0,18,0.0,1,0,0.0
15700,3,328,172,664.0,221.0,85,0.01,3,3,1.0
15701,4,912,2,1529.0,382.0,193,0.47,4,0,0.0
15703,1,66,264,212.0,212.0,5,0.0,1,0,0.0
15704,4,1028,140,2294.0,574.0,79,0.64,4,0,0.0
15705,1,62,201,143.0,143.0,6,0.0,1,0,0.0
15706,7,305,59,1002.0,143.0,50,0.93,7,4,0.57
15707,4,594,35,917.0,229.0,126,0.24,4,0,0.0
15708,11,1208,40,3201.0,291.0,124,1.15,11,9,0.82
15709,1,121,283,133.0,133.0,6,0.0,1,0,0.0
15712,5,486,9,1072.0,214.0,41,5.33,5,0,0.0
15713,3,149,143,347.0,116.0,18,11.68,3,1,0.33
15714,2,186,11,330.0,165.0,34,2.0,2,0,0.0
15716,4,738,145,1101.0,275.0,101,1.91,4,0,0.0
15717,1,70,234,150.0,150.0,7,0.0,1,0,0.0
15719,14,2716,32,5027.0,359.0,298,0.32,14,1,0.07
15720,1,281,24,599.0,599.0,128,0.0,1,0,0.0
15721,1,388,11,471.0,471.0,80,0.0,1,0,0.0
15722,6,1018,35,2170.0,362.0,47,3.67,6,3,0.5
15723,1,73,364,191.0,191.0,37,0.0,1,0,0.0
15724,3,72,201,212.0,71.0,11,7.55,3,1,0.33
15725,1,221,15,415.0,415.0,32,0.0,1,0,0.0
15727,7,3063,16,5159.0,737.0,213,1.13,7,0,0.0
15728,1,-34,49,-135.0,-135.0,4,0.0,1,4,4.0
15729,2,24,198,62.0,31.0,5,2.8,2,1,0.5
15730,4,683,65,1108.0,277.0,68,1.93,4,3,0.75
15732,2,215,212,294.0,147.0,13,12.23,2,0,0.0
15733,1,62,282,162.0,162.0,10,0.0,1,0,0.0
15734,2,346,114,1339.0,670.0,25,3.4,2,0,0.0
15737,12,583,14,1106.0,92.0,59,2.91,12,8,0.67
15738,19,2967,18,4789.0,252.0,46,1.97,19,3,0.16
15739,1,472,66,449.0,449.0,8,0.0,1,0,0.0
15740,1,152,49,155.0,155.0,9,0.0,1,0,0.0
15743,4,214,16,776.0,194.0,59,1.98,4,0,0.0
15744,1,120,77,35.0,35.0,3,0.0,1,0,0.0
15745,6,412,8,1071.0,179.0,57,3.52,6,3,0.5
15746,2,130,134,183.0,92.0,28,0.0,2,1,0.5
15747,3,466,12,947.0,316.0,52,1.79,3,0,0.0
15748,1,50,40,144.0,144.0,19,0.0,1,0,0.0
15749,4,9014,235,21536.0,5384.0,6,6.93,4,5,1.25
15750,9,1776,2,2449.0,272.0,214,1.24,9,2,0.22
15752,8,1955,39,2618.0,327.0,236,0.81,8,1,0.13
15753,1,144,304,79.0,79.0,1,0.0,1,0,0.0
15754,4,197,50,456.0,114.0,24,6.93,4,1,0.25
15755,8,1397,1,2319.0,290.0,127,1.96,8,8,1.0
15756,4,241,61,528.0,132.0,160,0.98,4,0,0.0
15757,2,491,65,714.0,357.0,43,3.45,2,0,0.0
15758,1,47,24,205.0,205.0,9,0.0,1,0,0.0
15759,3,60,218,253.0,84.0,5,23.17,3,0,0.0
15762,2,251,65,584.0,292.0,37,0.33,2,0,0.0
15763,3,268,31,1049.0,350.0,58,0.71,3,2,0.67
15764,10,2036,81,3245.0,325.0,150,1.03,10,8,0.8
15766,1,170,64,315.0,315.0,11,0.0,1,0,0.0
15768,3,244,115,622.0,207.0,23,4.23,3,0,0.0
15769,29,27660,7,51824.0,1787.0,26,2.42,29,17,0.59
15773,1,311,5,636.0,636.0,10,0.0,1,0,0.0
15774,1,87,68,271.0,271.0,25,0.0,1,0,0.0
15775,1,68,245,105.0,105.0,7,0.0,1,0,0.0
15776,1,138,133,242.0,242.0,18,0.0,1,0,0.0
15777,5,375,241,1022.0,204.0,18,5.62,5,1,0.2
15780,3,220,183,475.0,158.0,26,6.18,3,0,0.0
15781,4,178,25,334.0,84.0,20,13.95,4,1,0.25
15782,4,863,9,2594.0,649.0,34,1.81,4,1,0.25
15783,1,212,10,246.0,246.0,14,0.0,1,0,0.0
15785,8,1594,29,2304.0,288.0,58,3.06,8,4,0.5
15786,5,3307,43,4821.0,964.0,257,0.25,5,13,2.6
15787,3,534,26,933.0,311.0,156,0.18,3,0,0.0
15789,1,438,358,351.0,351.0,25,0.0,1,0,0.0
15790,1,113,10,219.0,219.0,34,0.0,1,0,0.0
15791,3,730,43,1604.0,535.0,66,2.12,3,1,0.33
15793,4,552,9,949.0,237.0,6,21.5,4,1,0.25
15795,1,581,149,610.0,610.0,42,0.0,1,0,0.0
15796,9,858,1,2705.0,301.0,69,2.27,9,1,0.11
15797,3,872,113,2192.0,731.0,7,31.83,3,0,0.0
15799,3,955,75,884.0,295.0,94,2.66,3,0,0.0
15800,2,332,107,697.0,349.0,116,1.2,2,0,0.0
15801,4,562,46,1042.0,261.0,61,0.91,4,5,1.25
15803,1,290,51,416.0,416.0,8,0.0,1,0,0.0
15804,19,2513,0,3849.0,203.0,170,0.7,19,11,0.58
15805,20,3317,23,5412.0,271.0,220,1.11,20,6,0.3
15806,3,602,46,785.0,262.0,24,7.67,3,0,0.0
15807,3,430,50,904.0,301.0,48,0.55,3,0,0.0
15808,5,1303,306,3641.0,728.0,143,0.32,5,2,0.4
15809,6,251,35,399.0,67.0,31,6.31,6,8,1.33
15810,7,737,78,1145.0,164.0,66,1.95,7,23,3.29
15811,9,1061,17,2171.0,241.0,117,2.49,9,6,0.67
15812,5,922,107,1801.0,360.0,36,5.23,5,0,0.0
15813,2,603,207,1304.0,652.0,40,0.79,2,0,0.0
15814,6,1247,3,1843.0,307.0,64,0.6,6,2,0.33
15815,5,1856,63,2101.0,420.0,33,4.06,5,0,0.0
15819,4,1357,49,1905.0,476.0,96,1.85,4,0,0.0
15820,1,128,319,207.0,207.0,17,0.0,1,0,0.0
15821,2,202,44,571.0,286.0,57,0.28,2,0,0.0
15822,2,375,3,885.0,443.0,28,11.13,2,0,0.0
15823,1,-282,337,-812.0,-812.0,15,0.0,1,15,15.0
15825,1,220,172,533.0,533.0,20,0.0,1,0,0.0
15826,4,962,51,1649.0,412.0,64,2.32,4,1,0.25
15827,20,843,73,1649.0,82.0,72,2.21,20,18,0.9
15829,2,996,99,636.0,318.0,44,0.82,2,0,0.0
15830,2,409,29,548.0,274.0,39,0.2,2,2,1.0
15831,4,1084,58,741.0,185.0,64,4.0,4,1,0.25
15832,1,465,254,837.0,837.0,54,0.0,1,0,0.0
15834,6,955,70,2074.0,346.0,242,1.11,6,3,0.5
15835,4,439,44,954.0,239.0,47,5.82,4,0,0.0
15836,2,24,45,117.0,59.0,10,0.36,2,2,1.0
15837,1,189,64,392.0,392.0,24,0.0,1,0,0.0
15838,20,9008,11,33362.0,1668.0,55,2.13,20,1,0.05
15839,5,670,25,1021.0,204.0,56,1.89,5,3,0.6
15840,3,394,58,346.0,115.0,26,4.15,3,1,0.33
15841,6,926,64,1209.0,202.0,36,5.53,6,3,0.5
15843,1,27,303,119.0,119.0,8,0.0,1,0,0.0
15844,1,134,46,131.0,131.0,11,0.0,1,0,0.0
15845,10,1918,17,3651.0,365.0,97,2.27,10,2,0.2
15847,2,449,38,389.0,195.0,22,11.86,2,0,0.0
15850,2,298,19,235.0,118.0,87,1.61,2,0,0.0
15852,2,48,186,161.0,81.0,22,0.48,2,0,0.0
15853,1,135,51,111.0,111.0,29,0.0,1,0,0.0
15854,12,926,4,2969.0,247.0,105,2.57,12,0,0.0
15855,5,470,136,712.0,142.0,59,1.59,5,0,0.0
15856,31,10799,4,15928.0,514.0,296,0.55,31,8,0.26
15857,1,308,18,297.0,297.0,14,0.0,1,0,0.0
15858,5,1163,15,1428.0,286.0,145,1.87,5,0,0.0
15860,8,437,40,965.0,121.0,105,2.34,8,0,0.0
15861,9,2527,12,2982.0,331.0,339,0.47,9,1,0.11
15862,4,585,8,833.0,208.0,142,2.49,4,0,0.0
15863,2,19,25,69.0,35.0,18,9.82,2,0,0.0
15864,8,1044,22,1770.0,221.0,16,12.7,8,4,0.5
15865,3,368,40,895.0,298.0,37,4.41,3,0,0.0
15866,1,124,101,212.0,212.0,43,0.0,1,0,0.0
15867,16,2037,5,3789.0,237.0,301,0.78,16,2,0.13
15869,2,175,277,150.0,75.0,13,0.0,2,0,0.0
15870,1,333,32,351.0,351.0,68,0.0,1,0,0.0
15872,2,187,14,316.0,158.0,101,0.0,2,0,0.0
15874,9,2506,63,4331.0,481.0,123,1.6,9,17,1.89
15877,3,243,1,438.0,146.0,122,0.13,3,2,0.67
15880,2,178,369,299.0,150.0,95,0.0,2,1,0.5
15881,8,199,312,438.0,55.0,26,1.65,8,3,0.38
15882,5,254,198,493.0,99.0,22,7.68,5,1,0.2
15883,2,223,2,396.0,198.0,42,0.65,2,0,0.0
15885,1,109,93,349.0,349.0,16,0.0,1,0,0.0
15886,1,147,60,181.0,181.0,12,0.0,1,0,0.0
15888,2,51,79,136.0,68.0,10,0.0,2,2,1.0
15889,2,200,156,401.0,201.0,78,2.59,2,0,0.0
15891,1,417,226,509.0,509.0,59,0.0,1,0,0.0
15894,2,163,253,258.0,129.0,34,3.29,2,0,0.0
15895,1,94,149,179.0,179.0,11,0.0,1,0,0.0
15897,2,223,194,209.0,105.0,17,0.0,2,0,0.0
15898,6,565,1,1380.0,230.0,70,4.35,6,1,0.17
15899,1,39,368,56.0,56.0,4,0.0,1,0,0.0
15900,1,216,23,337.0,337.0,44,0.0,1,0,0.0
